Detail,Player,Season,Team,AVG,G,AB,R,H,2B,3B,HR,RBI,TB,BB,IBB,HP,SO,SF,SH,SB,CS,OBP,SLG,OPS,E
-,"Douse, Ryan",PLAYOFFS 2015,Kitchener,.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Duckett, Darnell",PLAYOFFS 2015,Kitchener,.275,17,69,11,19,1,0,0,6,20,4,0,1,9,0,2,2,0,.324,.290,.614,1
-,"Forman, Wayne",PLAYOFFS 2015,Brantford,.158,5,19,2,3,0,0,0,0,3,1,0,0,3,0,0,0,0,.200,.158,.358,0
-,"Franceschetti, Dan",PLAYOFFS 2015,Burlington,.000,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
*,"Gappa, Kyle",PLAYOFFS 2015,Hamilton,.421,5,19,1,8,0,0,0,0,8,0,0,0,2,0,0,0,0,.421,.421,.842,0
*,"Gideon, Justin",PLAYOFFS 2015,Burlington,.375,7,32,4,12,2,0,0,2,14,3,0,1,6,0,0,1,2,.444,.438,.882,0
-,"Gignac, Blair",PLAYOFFS 2015,Guelph,.182,3,11,2,2,0,0,0,0,2,1,0,0,7,0,0,0,0,.250,.182,.432,0
*,"Glinka, Mike",PLAYOFFS 2015,Kitchener,.392,17,74,19,29,6,0,1,16,38,11,0,0,6,1,1,0,0,.465,.514,.979,5
-,"Gonzalez, Larry",PLAYOFFS 2015,London,.313,14,48,8,15,3,0,4,11,30,2,0,1,5,1,4,1,0,.346,.625,.971,2
*,"Gordner, Mike",PLAYOFFS 2015,Kitchener,.239,12,46,8,11,0,0,1,11,14,3,0,0,4,0,1,0,0,.286,.304,.590,1
-,"Guaragna, Joey",PLAYOFFS 2015,Barrie,.250,6,24,2,6,1,0,0,5,7,2,0,0,2,0,0,3,2,.308,.292,.599,0
-,"Guzman, Julio",PLAYOFFS 2015,London,.346,10,26,7,9,3,1,0,4,14,3,0,0,8,0,1,0,1,.414,.538,.952,2
-,"Halim, George",PLAYOFFS 2015,Burlington,.000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.500,.000,.500,0
*,"Hardie, Tyler",PLAYOFFS 2015,Burlington,.118,6,17,2,2,0,0,0,0,2,3,0,1,2,0,0,0,0,.286,.118,.403,0
-,"Head, David",PLAYOFFS 2015,Guelph,.294,4,17,2,5,1,0,1,4,9,1,0,0,1,0,1,1,0,.333,.529,.863,3
-,"Henry, Deryn",PLAYOFFS 2015,London,.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,0
*,"Hunt, Jeff",PLAYOFFS 2015,Brantford,.588,5,17,3,10,2,0,1,3,15,1,0,0,3,0,1,0,0,.611,.882,1.493,4
#,"Hussey, Kevin",PLAYOFFS 2015,Burlington,.222,7,27,4,6,2,0,0,1,8,3,0,0,3,0,0,1,0,.300,.296,.596,0
-,"Jackson, Glenn",PLAYOFFS 2015,Barrie,.288,16,59,14,17,2,0,0,6,19,8,0,0,9,0,4,11,1,.373,.322,.695,0
*,"Jagdeo, Dan",PLAYOFFS 2015,Brantford,.211,5,19,4,4,0,0,1,3,7,3,0,0,5,0,0,0,0,.318,.368,.687,0
-,"Kandel, Keith",PLAYOFFS 2015,Burlington,.364,7,33,8,12,2,0,1,4,17,3,0,0,6,0,0,0,0,.417,.515,.932,0
-,"Keys, Brendan",PLAYOFFS 2015,Toronto,.289,12,45,7,13,1,0,1,6,17,3,0,0,7,0,1,0,0,.333,.378,.711,0
-,"Larmour, Levi",PLAYOFFS 2015,Burlington,.231,5,13,2,3,0,0,0,1,3,3,0,0,3,0,0,0,0,.375,.231,.606,0
-,"Lewis, Connor",PLAYOFFS 2015,Toronto,.273,12,44,9,12,4,0,0,4,16,4,0,0,8,0,2,1,0,.333,.364,.697,8
-,"Lewis, Steve",PLAYOFFS 2015,Barrie,.246,16,65,8,16,4,0,0,9,20,8,0,1,12,0,0,2,0,.338,.308,.646,1
-,"Loder, Aaron",PLAYOFFS 2015,Guelph,.286,2,7,0,2,1,0,0,1,3,0,0,0,1,0,0,0,0,.286,.429,.714,0
-,"Lytwynec, Paul",PLAYOFFS 2015,London,.365,14,63,8,23,2,0,0,6,25,2,0,0,5,0,3,0,1,.385,.397,.781,10
-,"MacLeod, Jeff",PLAYOFFS 2015,Guelph,.111,3,9,1,1,0,0,0,0,1,2,0,1,2,0,0,0,0,.333,.111,.444,0
-,"Marra, Dan",PLAYOFFS 2015,Toronto,.347,12,49,15,17,0,0,0,4,17,4,0,3,2,0,3,2,0,.429,.347,.776,1
*,"Martin, Jim",PLAYOFFS 2015,Burlington,.129,7,31,1,4,1,0,1,6,8,1,0,0,8,0,1,0,0,.156,.258,.414,0
*,"Mastervick, Nate",PLAYOFFS 2015,Hamilton,.250,5,20,3,5,0,0,0,1,5,1,0,1,5,1,0,4,0,.304,.250,.554,1
-,"McCurdy, Josh",PLAYOFFS 2015,Brantford,.154,3,13,2,2,1,1,0,1,5,0,0,0,0,0,0,1,0,.154,.385,.538,0
*,"McLaren, Chandler",PLAYOFFS 2015,Guelph,.167,2,6,0,1,0,0,0,1,1,0,0,1,4,1,1,0,0,.250,.167,.417,0
-,"McQueen, Chris",PLAYOFFS 2015,London,.365,14,52,12,19,1,1,0,4,22,9,0,0,8,0,1,5,5,.459,.423,.882,1
-,"Mitchell, Tyler",PLAYOFFS 2015,Toronto,.265,12,49,13,13,3,1,3,10,27,5,0,1,15,0,1,0,0,.345,.551,.896,0
*,"Molleson, Lake",PLAYOFFS 2015,Hamilton,.333,2,6,1,2,0,0,0,1,2,2,0,0,2,0,0,0,0,.500,.333,.833,1
-,"Mombourquette, Cody",PLAYOFFS 2015,London,.333,13,51,7,17,3,0,0,4,20,4,0,1,2,1,2,2,3,.386,.392,.778,2
*,"Murray, Rick",PLAYOFFS 2015,Kitchener,.273,16,55,11,15,2,0,2,10,23,16,0,0,16,1,0,0,0,.431,.418,.849,3
-,"Nishii, Kenta",PLAYOFFS 2015,London,.179,9,28,0,5,0,0,0,4,5,2,0,0,6,1,2,0,1,.226,.179,.404,1
-,"Nivins, Tanner",PLAYOFFS 2015,Kitchener,.377,16,77,20,29,4,2,4,18,49,5,1,1,8,3,0,2,0,.407,.636,1.043,0
*,"Nyp, Trevor",PLAYOFFS 2015,Kitchener,1.000,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0
*,"Odd, Adam",PLAYOFFS 2015,Burlington,.294,4,17,2,5,1,0,1,3,9,0,0,0,5,0,0,0,1,.294,.529,.824,2
-,"Osborne, Jake",PLAYOFFS 2015,Hamilton,.235,5,17,0,4,0,0,0,1,4,0,0,0,5,1,0,1,0,.222,.235,.458,0
-,"Palumbo, Jonathan",PLAYOFFS 2015,Hamilton,.176,4,17,1,3,0,0,0,0,3,0,0,0,3,0,0,0,0,.176,.176,.353,0
-,"Pettipiece, Nolan",PLAYOFFS 2015,Burlington,.167,7,24,3,4,0,0,0,1,4,4,0,0,4,0,0,0,0,.286,.167,.452,2
-,"Pillarczyk, Matthew",PLAYOFFS 2015,Burlington,.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,0
-,"Pui, Darryl",PLAYOFFS 2015,Barrie,.000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,0
-,"Refflinghaus, Sean",PLAYOFFS 2015,London,.364,6,11,1,4,0,0,0,2,4,3,0,0,1,0,0,0,0,.500,.364,.864,0
-,"Reilly, Sean",PLAYOFFS 2015,Kitchener,.319,17,69,17,22,1,0,8,24,47,12,2,3,16,0,0,1,0,.440,.681,1.122,0
*,"Richards, Thomas",PLAYOFFS 2015,Kitchener,.333,13,54,10,18,4,0,2,14,28,7,0,3,10,0,0,0,0,.438,.519,.956,2
-,"Richards, Will",PLAYOFFS 2015,Toronto,.256,11,39,8,10,1,0,2,7,17,10,0,2,9,0,0,1,0,.431,.436,.867,4
-,"Ruiz, Humberto",PLAYOFFS 2015,London,.353,5,17,6,6,1,0,0,2,7,2,0,0,3,0,0,2,0,.421,.412,.833,1
-,"Sabourin, Brett",PLAYOFFS 2015,London,.246,14,57,9,14,1,0,3,9,24,7,0,1,5,1,0,2,1,.333,.421,.754,0
-,"Saporsantos, Jon",PLAYOFFS 2015,Hamilton,.273,3,11,1,3,1,0,1,2,7,1,0,0,3,0,0,0,0,.333,.636,.970,1
*,"Sardellitti, Zack",PLAYOFFS 2015,Hamilton,.250,1,4,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,.250,.250,.500,0
-,"Saunders, Darren",PLAYOFFS 2015,Kitchener,.250,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,.250,.250,.500,0
*,"Sgrignoli, Marc",PLAYOFFS 2015,Guelph,.000,2,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,.000,.000,.000,0
-,"Shaver, Adam",PLAYOFFS 2015,Hamilton,.125,2,8,0,1,0,0,0,0,1,0,0,1,4,0,0,0,0,.222,.125,.347,0
-,"Silvestri, Santino",PLAYOFFS 2015,Guelph,.188,4,16,2,3,1,0,0,1,4,3,0,0,1,0,0,1,0,.316,.250,.566,1
-,"Solazzo, Jonathan",PLAYOFFS 2015,Toronto,.356,12,45,10,16,2,0,4,14,30,11,2,1,16,0,0,0,0,.491,.667,1.158,6
*,"Spataro, Ryan",PLAYOFFS 2015,Barrie,.373,14,59,24,22,4,0,1,7,29,10,0,1,2,0,0,8,2,.471,.492,.963,1
-,"Stepien, Blake",PLAYOFFS 2015,Guelph,.100,3,10,1,1,0,0,0,1,1,2,0,0,6,0,0,0,0,.250,.100,.350,2
-,"Vanderby, David",PLAYOFFS 2015,Hamilton,.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,0
-,"Vargas, Argenis",PLAYOFFS 2015,London,.250,10,32,5,8,0,0,1,5,11,3,0,0,8,1,0,2,0,.306,.344,.649,2
-,"Walker, Jeremy",PLAYOFFS 2015,Barrie,.143,12,49,3,7,0,0,0,7,7,4,1,1,6,0,0,0,0,.222,.143,.365,0
*,"Waltenbury, Jon",PLAYOFFS 2015,Toronto,.457,12,46,16,21,5,0,3,18,35,11,1,0,6,0,0,2,0,.561,.761,1.322,6
*,"Whiteside, David",PLAYOFFS 2015,Kitchener,.383,17,81,19,31,5,0,4,16,48,5,0,0,11,0,1,2,0,.419,.593,1.011,10
-,"Wilson, Liam",PLAYOFFS 2015,Hamilton,.316,5,19,3,6,0,0,2,4,12,1,0,0,2,0,0,0,1,.350,.632,.982,0
-,"Adoranti, Kyle",SUMMER 2015,Hamilton,.333,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,.333,.333,.667,0
-,"Alliman, Terrell",SUMMER 2015,Brantford,.204,27,103,11,21,2,0,2,11,29,7,0,2,17,2,0,2,0,.263,.282,.545,1
-,"Ambrose, Michael",SUMMER 2015,London,.267,34,105,13,28,6,0,4,20,46,9,0,3,17,1,2,0,1,.339,.438,.777,2
-,"Amelotte, James",SUMMER 2015,Guelph,.000,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,.333,.000,.333,0
-,"Andrulis, Mike",SUMMER 2015,Kitchener,.244,32,119,17,29,2,1,1,20,36,15,0,0,14,3,4,2,1,.321,.303,.624,8
-,"Arias, Branfy",SUMMER 2015,Barrie,.277,35,141,30,39,7,2,5,19,65,12,0,4,15,1,0,9,0,.348,.461,.809,8
-,"Atkinson, Kevin",SUMMER 2015,Barrie,.325,30,120,29,39,8,0,6,39,65,21,0,1,16,4,0,3,1,.418,.542,.959,11
-,"Bain, Aaron",SUMMER 2015,Guelph,.000,2,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,.000,.000,.000,1
-,"Barr, Riley",SUMMER 2015,Brantford,.385,3,13,1,5,0,0,0,4,5,0,0,0,3,0,1,1,0,.385,.385,.769,0
-,"Beal, Marcus",SUMMER 2015,Brantford,.137,23,51,12,7,1,0,0,4,8,12,0,1,17,2,0,1,0,.303,.157,.460,3
-,"Beal, Mike",SUMMER 2015,Brantford,.000,3,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.222,.000,.222,1
-,"Beckett, Ryan",SUMMER 2015,Barrie,.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
*,"Bedford, Brad",SUMMER 2015,Burlington,.247,34,97,12,24,2,0,0,15,26,13,0,1,19,2,0,3,1,.336,.268,.604,2
-,"Beer, Chris",SUMMER 2015,Hamilton,.203,33,118,20,24,4,0,1,10,31,15,0,13,22,1,3,5,4,.354,.263,.616,13
-,"Bissell, Brad",SUMMER 2015,Barrie,.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,2
-,"Blair, Todd",SUMMER 2015,Burlington,.333,1,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,.500,.333,.833,1
-,"Borjas, Raul",SUMMER 2015,Toronto,.346,25,104,13,36,2,0,1,20,41,5,0,3,5,2,0,0,0,.386,.394,.780,3
-,"Bostick, Benjamin",SUMMER 2015,Brantford,.328,30,125,25,41,7,2,0,13,52,12,0,3,14,0,2,13,1,.400,.416,.816,13
-,"Boston, Jordan",SUMMER 2015,Burlington,.217,15,46,9,10,1,0,2,8,17,10,0,0,8,1,0,1,0,.351,.370,.720,0
-,"Bradley, Kody",SUMMER 2015,Guelph,.125,6,16,1,2,0,0,0,1,2,1,0,0,7,0,0,0,0,.176,.125,.301,2
-,"Brophy, Joel",SUMMER 2015,Hamilton,.325,30,114,22,37,6,0,2,14,49,12,0,8,19,1,0,1,0,.422,.430,.852,6
-,"Brouse, Jonathan",SUMMER 2015,Kitchener,.370,27,119,28,44,3,1,1,16,52,11,1,0,12,1,4,9,0,.420,.437,.857,1
-,"Brownlee, Cleveland",SUMMER 2015,London,.321,35,137,20,44,8,1,5,26,69,14,1,1,23,3,1,12,0,.381,.504,.884,2
-,"Burdett, Nic",SUMMER 2015,Brantford,.405,32,111,23,45,8,1,1,17,58,13,0,5,15,0,0,2,1,.488,.523,1.011,1
*,"Carr, Taylor",SUMMER 2015,London,.000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Castaldo, Jordan",SUMMER 2015,Barrie,.311,29,106,25,33,5,0,3,20,47,25,0,1,14,4,0,1,1,.434,.443,.877,5
-,"Celestijn, Dre",SUMMER 2015,Hamilton,.333,21,81,12,27,0,0,2,9,33,10,0,3,10,0,0,0,0,.426,.407,.833,1
-,"Chan, Aberdeen",SUMMER 2015,Guelph,.180,33,122,14,22,3,1,0,11,27,7,0,0,47,1,0,0,0,.223,.221,.444,19
-,"Chiaravalle, Jake",SUMMER 2015,Hamilton,.167,7,18,2,3,1,0,0,6,4,2,0,0,3,0,1,1,0,.250,.222,.472,0
-,"Chilvers, Mike",SUMMER 2015,Barrie,1.000,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0
-,"Clouthier, Michael",SUMMER 2015,Guelph,.424,9,33,9,14,0,0,2,3,20,3,0,0,7,0,0,0,0,.472,.606,1.078,8
-,"Cooper, Shaun",SUMMER 2015,Burlington,.311,26,103,27,32,4,1,14,34,80,18,0,1,22,1,0,4,2,.415,.777,1.191,1
-,"Copeland, Mason",SUMMER 2015,Guelph,.143,2,7,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,.250,.143,.393,1
*,"Corrente, Rich",SUMMER 2015,Burlington,.250,1,4,0,1,1,0,0,3,2,0,0,0,2,1,0,0,0,.200,.500,.700,0
-,"Coughlin, Patrick",SUMMER 2015,Guelph,.287,31,108,12,31,4,1,2,12,43,8,0,1,27,1,0,2,1,.339,.398,.737,9
-,"Cowan, Jeff",SUMMER 2015,Barrie,.286,9,35,3,10,1,0,0,3,11,5,0,0,2,0,0,1,0,.375,.314,.689,3
-,"Dailey, Brandon",SUMMER 2015,Brantford,.265,34,132,21,35,4,0,3,15,48,13,1,1,26,3,2,3,1,.329,.364,.692,5
-,"DeGrace, Kyle",SUMMER 2015,Barrie,.333,36,150,37,50,5,0,1,24,58,27,0,1,8,1,0,18,6,.436,.387,.822,2
-,"DeSouza, Nate",SUMMER 2015,Brantford,.325,30,123,25,40,10,2,8,29,78,6,0,3,24,1,0,4,2,.368,.634,1.003,2
-,"Delfino, Lee",SUMMER 2015,Brantford,.175,13,40,4,7,1,0,0,2,8,6,0,2,6,1,2,0,1,.306,.200,.506,1
-,"Diaz, Luis",SUMMER 2015,Barrie,.347,18,49,16,17,1,1,0,9,20,14,0,5,15,0,0,6,0,.529,.408,.938,6
-,"Dicenzo, Marcus",SUMMER 2015,Hamilton,.204,29,98,15,20,3,0,0,7,23,18,0,2,20,1,2,1,2,.336,.235,.571,9
-,"Douse, Ryan",SUMMER 2015,Kitchener,.231,10,26,1,6,0,0,0,5,6,3,0,0,8,0,0,0,0,.310,.231,.541,0
-,"Duckett, Darnell",SUMMER 2015,Kitchener,.346,23,81,14,28,5,0,3,23,42,8,0,2,11,0,0,1,2,.418,.519,.936,1
-,"Dwyer, Darren",SUMMER 2015,Guelph,.667,1,3,1,2,1,0,0,1,3,0,0,1,0,0,0,0,0,.750,1.000,1.750,0
-,"Fata, Tyler",SUMMER 2015,Barrie,.247,22,77,12,19,0,0,2,12,25,4,0,0,19,3,1,1,2,.274,.325,.598,7
-,"Feren, Nic",SUMMER 2015,Guelph,.094,13,32,4,3,1,0,0,0,4,6,0,1,20,0,0,0,0,.256,.125,.381,3
-,"Forman, Wayne",SUMMER 2015,Brantford,.269,30,104,14,28,2,0,2,18,36,15,0,2,11,0,1,1,0,.372,.346,.718,0
-,"Franceschetti, Dan",SUMMER 2015,Burlington,.240,17,50,11,12,2,0,1,6,17,7,0,2,19,2,1,2,0,.344,.340,.684,0
-,"Freeman, Jason",SUMMER 2015,Toronto,.444,7,27,11,12,2,0,4,12,26,2,0,2,3,0,0,1,0,.516,.963,1.479,0
*,"Gappa, Kyle",SUMMER 2015,Hamilton,.264,33,110,10,29,3,0,0,11,32,4,1,0,27,1,0,0,0,.287,.291,.578,1
-,"Gerovac, Jake",SUMMER 2015,Burlington,.200,2,5,0,1,0,0,0,0,1,3,0,0,2,0,0,0,0,.500,.200,.700,0
*,"Gideon, Justin",SUMMER 2015,Burlington,.315,36,146,32,46,6,3,4,19,70,13,0,1,15,1,2,10,2,.373,.479,.852,2
-,"Gignac, Blair",SUMMER 2015,Guelph,.133,30,105,6,14,0,0,0,0,14,7,0,1,31,0,2,2,1,.195,.133,.328,7
*,"Glinka, Mike",SUMMER 2015,Kitchener,.322,30,121,32,39,8,0,1,15,50,20,0,1,10,2,1,0,0,.417,.413,.830,8
-,"Gonzalez, Larry",SUMMER 2015,London,.253,26,91,13,23,1,0,1,7,27,8,0,4,12,0,7,1,0,.340,.297,.637,3
*,"Gordner, Mike",SUMMER 2015,Kitchener,.344,18,61,9,21,10,0,3,13,40,7,0,1,8,0,0,0,0,.420,.656,1.076,2
-,"Graham, Cody",SUMMER 2015,Guelph,.250,1,4,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,.250,.250,.500,0
-,"Gray, Heath",SUMMER 2015,Kitchener,.154,5,13,0,2,1,0,0,1,3,0,0,0,4,0,0,0,0,.154,.231,.385,0
-,"Guaragna, Joey",SUMMER 2015,Barrie,.194,23,72,11,14,2,1,1,11,21,11,0,5,15,1,1,4,0,.337,.292,.629,4
-,"Guzman, Julio",SUMMER 2015,London,.286,21,56,11,16,5,0,0,6,21,10,0,1,15,0,5,2,3,.403,.375,.778,3
-,"Halim, George",SUMMER 2015,Burlington,.316,15,38,11,12,2,0,1,7,17,7,0,1,5,1,1,1,0,.426,.447,.873,2
-,"Hall, Brady",SUMMER 2015,Kitchener,.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,0
*,"Hardie, Tyler",SUMMER 2015,Burlington,.284,31,116,11,33,5,0,3,15,47,12,0,2,9,3,1,0,0,.353,.405,.759,4
-,"Hawes, Adam",SUMMER 2015,Barrie,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Head, David",SUMMER 2015,Guelph,.357,8,28,4,10,5,0,0,7,15,3,0,0,7,1,1,1,0,.406,.536,.942,1
-,"Henry, Deryn",SUMMER 2015,London,.214,13,28,6,6,1,0,0,2,7,2,0,0,12,0,0,7,0,.267,.250,.517,1
-,"Hillier, Brandon",SUMMER 2015,Burlington,.143,2,7,1,1,0,0,0,0,1,0,0,0,3,0,1,0,0,.143,.143,.286,3
-,"Howard, Casey",SUMMER 2015,Brantford,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,0
*,"Hunt, Jeff",SUMMER 2015,Brantford,.255,35,137,23,35,4,0,1,16,42,11,0,3,35,1,1,5,1,.322,.307,.629,9
#,"Hussey, Kevin",SUMMER 2015,Burlington,.290,31,124,16,36,12,0,1,16,51,12,0,0,23,1,0,1,0,.350,.411,.762,4
-,"Jackson, Glenn",SUMMER 2015,Barrie,.366,26,101,25,37,8,0,2,20,51,12,0,2,13,4,3,10,2,.429,.505,.934,0
*,"Jagdeo, Dan",SUMMER 2015,Brantford,.361,34,133,21,48,10,0,4,22,70,10,0,0,20,0,0,0,0,.406,.526,.932,0
-,"Jambrosic, Nick",SUMMER 2015,Hamilton,.222,3,9,1,2,0,0,0,4,2,2,0,0,4,0,0,0,1,.364,.222,.586,1
-,"Kandel, Keith",SUMMER 2015,Burlington,.289,26,114,21,33,3,0,3,10,45,10,0,3,20,1,0,10,1,.359,.395,.754,8
-,"Keys, Brendan",SUMMER 2015,Toronto,.232,33,125,14,29,3,0,1,14,35,9,0,1,17,0,2,3,0,.289,.280,.569,3
-,"Koziol, Denno",SUMMER 2015,Brantford,.174,24,69,7,12,2,0,1,11,17,12,0,1,9,0,0,0,0,.305,.246,.551,0
-,"Larmour, Levi",SUMMER 2015,Burlington,.226,17,53,8,12,2,0,0,4,14,5,0,2,10,1,0,0,1,.311,.264,.576,2
-,"Lawrence, Justin",SUMMER 2015,Toronto,.000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,.500,.000,.500,0
-,"Lewis, Connor",SUMMER 2015,Toronto,.311,28,106,24,33,3,1,0,11,38,9,0,0,18,3,0,7,0,.356,.358,.714,8
-,"Lewis, Steve",SUMMER 2015,Barrie,.310,32,126,27,39,9,0,2,22,54,20,0,6,24,0,0,0,2,.428,.429,.856,0
-,"Loder, Aaron",SUMMER 2015,Guelph,.200,3,10,3,2,1,0,0,2,3,4,0,0,3,0,0,0,0,.429,.300,.729,1
-,"Lytwynec, Paul",SUMMER 2015,London,.350,35,137,26,48,8,0,0,16,56,11,1,1,24,2,5,7,3,.397,.409,.806,12
-,"MacDonald-Wilson, Br",SUMMER 2015,Guelph,.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,2
-,"MacLeod, Jeff",SUMMER 2015,Guelph,.277,25,94,11,26,2,0,2,12,34,8,0,1,9,0,1,0,0,.340,.362,.702,3
*,"Marquez, Daniel",SUMMER 2015,Kitchener,.000,2,4,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,.000,.000,.000,1
-,"Marra, Dan",SUMMER 2015,Toronto,.360,32,125,31,45,10,0,3,25,64,18,0,4,7,2,2,2,2,.450,.512,.962,12
*,"Martin, Jim",SUMMER 2015,Burlington,.254,16,63,10,16,3,0,1,12,22,8,0,0,7,1,0,1,1,.333,.349,.683,3
#,"Martinez, Alex",SUMMER 2015,London,.265,22,68,7,18,1,0,1,8,22,3,0,0,9,1,1,0,2,.292,.324,.615,4
*,"Mastervick, Nate",SUMMER 2015,Hamilton,.241,27,83,8,20,2,0,0,4,22,12,0,3,23,0,2,3,1,.357,.265,.622,3
-,"Mattson, Sean",SUMMER 2015,Toronto,.270,26,89,16,24,3,1,5,15,44,7,0,1,27,1,1,2,0,.327,.494,.821,9
-,"McCurdy, Josh",SUMMER 2015,Brantford,.364,5,22,3,8,3,0,1,7,14,0,0,0,2,0,0,1,0,.364,.636,1.000,0
-,"McGovern, Matt",SUMMER 2015,Kitchener,.276,10,29,5,8,2,0,1,4,13,6,0,0,6,0,2,0,0,.400,.448,.848,2
*,"McLaren, Chandler",SUMMER 2015,Guelph,.312,23,93,12,29,9,0,3,18,47,10,0,0,26,0,0,0,0,.379,.505,.884,2
-,"McQueen, Chris",SUMMER 2015,London,.286,29,63,15,18,4,0,0,11,22,7,0,0,7,0,0,12,4,.357,.349,.706,1
-,"Mitchell, Tyler",SUMMER 2015,Toronto,.312,32,109,24,34,8,0,1,14,45,15,1,4,18,2,2,8,2,.408,.413,.821,1
*,"Molleson, Lake",SUMMER 2015,Hamilton,.357,4,14,2,5,1,0,0,1,6,1,0,0,1,0,0,0,0,.400,.429,.829,0
-,"Mombourquette, Cody",SUMMER 2015,London,.333,28,105,19,35,4,1,1,20,44,9,0,1,5,3,1,4,2,.381,.419,.800,6
-,"Morello, Gianfranco",SUMMER 2015,Toronto,.286,5,7,3,2,0,1,0,0,4,0,0,1,3,0,0,0,0,.375,.571,.946,1
*,"Murray, Rick",SUMMER 2015,Kitchener,.328,31,116,28,38,8,1,3,23,57,22,0,1,22,3,2,0,1,.430,.491,.921,3
-,"Nishii, Kenta",SUMMER 2015,London,.308,23,78,12,24,2,0,3,13,35,9,0,1,11,2,1,1,0,.378,.449,.826,4
-,"Nivins, Tanner",SUMMER 2015,Kitchener,.338,35,151,36,51,10,0,5,27,76,11,0,5,26,2,0,7,0,.396,.503,.900,0
*,"Nyp, Trevor",SUMMER 2015,Kitchener,.262,22,61,9,16,5,1,0,4,23,4,0,1,16,0,3,1,1,.318,.377,.695,5
*,"Odd, Adam",SUMMER 2015,Burlington,.372,28,121,21,45,7,2,5,20,71,3,0,2,16,3,0,1,1,.388,.587,.974,10
-,"Osborne, Jake",SUMMER 2015,Hamilton,.141,28,92,10,13,0,0,0,6,13,8,0,0,23,0,3,0,2,.210,.141,.351,2
-,"Owen, Phil",SUMMER 2015,Kitchener,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
*,"Paculan, Matthew",SUMMER 2015,Burlington,.226,7,31,4,7,1,1,0,2,10,1,0,0,4,0,0,1,0,.250,.323,.573,1
-,"Palumbo, Jonathan",SUMMER 2015,Hamilton,.310,11,42,3,13,2,0,0,6,15,1,0,1,6,0,0,1,0,.341,.357,.698,2
-,"Pascaci, Tre",SUMMER 2015,Brantford,.231,3,13,1,3,1,0,0,0,4,1,0,0,8,0,0,0,2,.286,.308,.593,2
*,"Pattison, Lucas",SUMMER 2015,Hamilton,.227,12,44,8,10,1,0,0,6,11,3,0,0,11,0,0,0,0,.277,.250,.527,1
-,"Patzalek, Tyler",SUMMER 2015,Burlington,.250,3,4,1,1,0,0,1,1,4,1,0,0,1,0,0,0,0,.400,1.000,1.400,0
-,"Perego, Dylan",SUMMER 2015,Burlington,1.000,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0
-,"Pettipiece, Nolan",SUMMER 2015,Burlington,.267,32,101,20,27,3,0,2,14,36,8,0,1,10,1,1,5,2,.324,.356,.681,12
-,"Pillarczyk, Matthew",SUMMER 2015,Burlington,.300,11,30,2,9,0,0,0,3,9,5,0,0,8,0,0,0,0,.400,.300,.700,2
-,"Proctor, Matt",SUMMER 2015,Barrie,.000,1,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,.250,.000,.250,0
